course_id,text,filtered_text,count,text_vi
C_697007,课程7月底结课预计6月底7月初会安排考试,课程7月底结课预计6月底7月初安排考试,1.0,"Khóa học sẽ kết thúc vào cuối tháng 7 và dự kiến ​​tổ chức thi vào cuối tháng 6, đầu tháng 7."
C_697007,老师辛苦了,老师辛苦,2.0,Cảm ơn sự vất vả của thầy
C_697007,加油,加油,1.0,Thôi nào
C_697007,感谢,感谢,1.0,tri ân
C_697007,好好学习,好好学习,1.0,Học tập chăm chỉ
C_697007,谢谢老师,谢谢老师,3.0,cảm ơn thầy
C_697007,请问homework什么时候出分呀,请问homework出分,1.0,Cho em hỏi khi nào điểm bài tập về nhà sẽ được công bố?
C_697007,打卡第一天,打卡第一天,1.0,Kiểm tra ngày đầu tiên
C_697007,打卡1,打卡1,1.0,Kiểm tra 1
C_697007,get,get,1.0,lấy
C_697007,买米当卡,买米当卡,1.0,Mua thẻ Midang
C_697007,不会考功名,不会考功名,1.0,Không thể tham gia bài kiểm tra thành tích
C_697007,di,di,3.0,di
C_697007,fine,fine,4.0,khỏe
C_697007,独立主格谢谢,独立主格谢谢,1.0,Đề cử độc lập cảm ơn bạn
C_697007,dp,dp,1.0,dp
C_697007,饿啦,饿,1.0,Đói bụng
C_697007,不打卡,打卡,1.0,Không bấm giờ vào
C_697007,滴滴滴,滴滴滴,1.0,đã làm đã
C_697007,打卡老师讲的真好,打卡老师讲真,1.0,Thầy check-in dạy tôi rất hay
C_697007,请问老师前面每单元的习题练习评分已经截止了吗现在作答是否批改呢有截止日期吗,请问老师前面单元习题练习评分已经截止现在作答是否批改截止日期,1.0,Tôi muốn hỏi giáo viên đã hết thời hạn chấm điểm cho các bài tập trước ở mỗi bài chưa?
C_697007,老师讲的真的太好了吧,老师讲真的太好了,1.0,Lời thầy nói thật hay phải không?
C_697007,现在看到后面的课程里面讲到状语的顺序了之前做测试的时候不太懂,现在看到后面课程里面讲状语顺序之前测试不太懂,1.0,Bây giờ tôi thấy rằng thứ tự của trạng từ đã được thảo luận trong các khóa học sau. Tôi đã không hiểu rõ về nó khi làm bài kiểm tra trước đó.
C_697007,讲得很好很喜欢,讲得喜欢,1.0,"Nói rất hay, tôi rất thích"
C_697007,同学谢谢关注老师的课件视频可以在网站观看但是无法共享哦谢谢理解,同学谢谢关注老师课件视频网站观看无法共享谢谢理解,1.0,Cảm ơn bạn cùng lớp đã chú ý đến video chương trình học của giáo viên. Bạn có thể xem trên trang web nhưng không thể chia sẻ. Cảm ơn sự thông cảm của bạn.
C_697007,有点小难,有点小难,1.0,Một chút khó khăn
C_697007,讲的好,讲,1.0,Nói hay lắm
C_697007,幼儿园水平应该学啥,幼儿园水平应该学啥,1.0,Tôi nên học gì ở cấp mẫu giáo?
C_697007,期待教授的更多精彩内容,期待教授精彩内容,1.0,Mong chờ những nội dung thú vị hơn nữa từ Giáo sư
C_697007,考试题目要等期末时才会发布请耐心等候,考试题目期末时才发布耐心等候,1.0,Đề thi sẽ không được công bố cho đến cuối học kỳ. Hãy kiên nhẫn.
C_697008,12点19分,1219,1.0,12:19
C_697011,明白了个体的重要性,明白个体重要性,1.0,Hiểu được tầm quan trọng của cá nhân
C_697011,怎么不能快放啊,不能快放,3.0,Tại sao bạn không thể buông bỏ nó nhanh chóng?
C_697011,老师讲的清楚明了啊受益匪浅,老师讲清楚明受益匪浅,1.0,Thầy đã giải thích rõ ràng và tôi đã được hưởng lợi rất nhiều từ điều đó.
C_697011,掌握了比赛中暂停的重要性,掌握比赛暂停重要性,1.0,Nắm vững tầm quan trọng của thời gian chờ trong trò chơi
C_697011,每个知识点细致充分,每个知识点细致充分,1.0,Mỗi điểm kiến ​​thức đều chi tiết và đầy đủ
C_697011,学到东西了,学到东西,1.0,Đã học được điều gì đó
C_697011,挺好的,挺,1.0,khỏe
C_697011,成就目标定向分为任务定向和自我定向,成就目标定向分为任务定向自我定向,1.0,Định hướng mục tiêu thành tích được chia thành định hướng nhiệm vụ và định hướng bản thân
C_697011,谢谢老师精彩的讲授,谢谢老师精彩讲授,1.0,Cảm ơn thầy vì những bài giảng tuyệt vời
C_697011,学到的很多,学到很多,1.0,đã học được rất nhiều
C_697011,建议使用网页学习,建议使用网页学习,1.0,Nên sử dụng web học tập
C_697011,运动心理学杂志期刊对于我们不进行专业体育训练的人是不是没用那么大的作用呢,运动心理学杂志期刊进行专业体育训练是不是没用作用,1.0,Có phải tạp chí tâm lý học thể thao không hữu ích cho những người không tham gia tập luyện thể thao chuyên nghiệp không?
C_697011,我觉得这个课程讲的非常有深度,觉得课程讲非常深度,1.0,Tôi nghĩ khóa học này rất chuyên sâu
C_697011,老师讲解的非常细致,老师讲解非常细致,1.0,Thầy giảng rất kỹ
C_697011,提前的学习能够更加巩固上课所要学的知识感谢老师,提前学习能够更加巩固上课所要学知识感谢老师,1.0,Học trước có thể củng cố thêm những kiến ​​thức cần học trên lớp.
C_697011,谢谢老师,谢谢老师,6.0,cảm ơn thầy
C_697011,嘿嘿嘿我是来蹭课的终于见到了老师的样子,嘿嘿嘿蹭课终于见到老师样子,1.0,Này này này tôi đến đây tranh thủ lớp học và cuối cùng cũng được gặp thầy.
C_697011,注意方式理论是奈德弗提出分为两个维度即注意范围和注意方向,注意方式理论奈德弗提出分为两个维度注意范围注意方向,1.0,Lý thuyết về phong cách chú ý được Nederfer đề xuất và được chia thành hai chiều: phạm vi chú ý và hướng chú ý.
C_697011,非常有收获,非常收获,3.0,Rất bổ ích
C_697011,打卡中,打卡,1.0,Đăng ký
C_697011,老师讲的棒棒,老师讲棒棒,1.0,Thầy nói hay quá
C_697011,感谢老师的讲解,感谢老师讲解,1.0,Cảm ơn thầy đã giải thích
C_697011,举例里老运动员战胜新生力量为什么是高控制性积极事件为什么不是低控制性呢高控制性不是外力控制吗,举例里老运动员战胜新生力量高控制性积极事件低控制性高控制性外力控制,1.0,"Trong ví dụ về một vận động viên cũ đánh bại một thế lực mới, tại sao đó lại là một sự kiện tích cực với mức độ kiểm soát cao? Tại sao mức độ kiểm soát cao không phải là sự kiểm soát bên ngoài?"
C_697011,学习到了调整焦虑是取得好成绩的要素,学习调整焦虑取得成绩要素,1.0,Học được rằng điều chỉnh sự lo lắng là chìa khóa để đạt được kết quả tốt
C_697011,很有用,有用,1.0,Rất hữu ích
C_697011,打卡打卡,打卡打卡,1.0,Bấm vào và bấm giờ ra
C_697011,老师讲解很详细,老师讲解详细,1.0,Thầy giảng rất chi tiết
C_697011,很实用,实用,3.0,Rất thiết thực
C_697011,老师说的使我受益匪浅,老师受益匪浅,1.0,Những điều thầy nói đã mang lại lợi ích cho tôi rất nhiều
C_697011,学到了很多知识,学到很多知识,2.0,học được rất nhiều kiến ​​thức
C_697011,感谢迟老师,感谢迟老师,1.0,Cảm ơn anh Chí
C_697011,打卡打卡1,打卡打卡1,1.0,Nhận phòng và trả phòng 1
C_697011,运动心理学,运动心理学,1.0,Tâm lý thể thao
C_697011,觉得自己受益匪浅,觉得受益匪浅,1.0,Tôi cảm thấy mình đã được hưởng lợi rất nhiều
C_697011,真棒了,真棒,1.0,Tuyệt vời
C_697011,老师讲得真好,老师讲得真好,4.0,Thầy dạy hay quá
C_697011,学到了很多,学到很多,4.0,đã học được rất nhiều
C_697011,老师讲的很细,老师讲细,1.0,Thầy giảng chi tiết rồi
C_697011,老师讲的很生动,老师讲生动,1.0,Thầy giảng rất sinh động
C_697011,学到很多,学到很多,2.0,đã học được rất nhiều
C_697011,老师真的好,老师真的,1.0,Giáo viên thực sự tốt
C_697011,哇老师讲得真好,老师讲得真好,1.0,Ôi thầy dạy hay quá.
C_697011,讲解的非常到位,讲解非常到位,1.0,Giải thích rất tốt
C_697011,有道理,道理,2.0,Có ý nghĩa
C_697011,老师讲的很好我理解的非常透彻人的心理在很多时候起了非常关键的作用,老师讲理解非常透彻心理很多非常关键作用,1.0,Thầy giảng rất hay và em hiểu rất tường tận Tâm lý con người đóng vai trò rất quan trọng trong nhiều trường hợp.
C_697011,感知,感知,1.0,Sự nhận thức
C_697011,老师讲的很清楚明确,老师讲清楚明确,1.0,Thầy giải thích rất rõ ràng
C_697011,自我调节也是运动员的能力之一,自我调节运动员能力,1.0,Tự điều chỉnh cũng là một trong những khả năng của vận động viên
C_697011,焦虑是一把双刃剑可能产生积极作用,焦虑一把双刃剑可能产生积极作用,1.0,Lo lắng là con dao hai lưỡi có thể có những tác động tích cực
C_697011,说的通俗易懂,通俗易懂,1.0,Nói một cách dễ hiểu
C_697011,观看后对运动心理学研究的问题有了更深刻的认识,观看运动心理学研究问题深刻认识,1.0,"Sau khi xem, tôi hiểu sâu hơn về các vấn đề trong nghiên cứu tâm lý học thể thao."
C_697011,真香,真香,1.0,Thơm quá
C_697011,我喜欢您的授课方式让我受益匪浅,喜欢授课方式受益匪浅,11.0,Tôi thích phương pháp giảng dạy của bạn và nó đã mang lại lợi ích cho tôi rất nhiều
C_697011,老师讲的真是太好了,老师讲真是太好了,1.0,Lời thầy nói thật hay
C_697011,聊得好,聊得,4.0,Cuộc trò chuyện tốt
C_697011,厉害了,厉害,1.0,Tuyệt vời
C_697011,厉害,厉害,1.0,sắc
C_697011,老师讲的太好啦很受用,老师讲太受用,1.0,Những gì thầy nói rất hay và rất hữu ích.
C_697011,太好了讲的,太好了讲,1.0,Nói rất hay
C_697011,模拟训练有助于运动员提高心理素质,模拟训练有助于运动员提高心理素质,1.0,Đào tạo mô phỏng giúp các vận động viên cải thiện chất lượng tâm lý của họ
C_697011,老师讲的很详细容易理解,老师讲详细容易理解,1.0,Thầy giảng rất chi tiết và dễ hiểu
C_697011,真的可以听的很认真,真的听认真,1.0,Bạn thực sự có thể lắng nghe cẩn thận
C_697011,学到了学到了,学到学到,3.0,"Đã học, đã học"
C_697011,学到了,学到,3.0,đã học
C_697011,老师说啥都是对的,老师,1.0,Thầy nói gì cũng đúng
C_697011,受教了谢谢老师,受教谢谢老师,1.0,Cảm ơn thầy
C_697011,太棒了,太棒了,3.0,tuyệt vời
C_697011,讲的精彩,讲精彩,1.0,Cuộc nói chuyện tuyệt vời
C_697011,老师提的问题发人深思,老师提问题发人深思,1.0,Những câu hỏi của thầy thật đáng suy ngẫm
C_697011,好好好,好好,3.0,được rồi được rồi
C_697011,知识点很明确,知识点明确,1.0,Các điểm kiến ​​thức rất rõ ràng
C_697011,非常有用,非常有用,1.0,rất hữu ích
C_697011,老师讲的真好,老师讲真,14.0,Thầy nói hay quá
C_697011,太精彩了叭,太精彩叭,1.0,Thật thú vị
C_697011,签到,签到,4.0,Đăng nhập
C_697011,超厉害的,超厉害,1.0,siêu tuyệt vời
C_697011,听老师一席话胜读十年书,听老师一席话胜读十年书,1.0,Nghe thầy giảng còn hơn mười năm đọc sách
C_697011,人们知道运动是健康的良药但任然久坐不动属于一种心理缺陷吗,知道运动健康良药任然久坐动属于心理缺陷,1.0,"Mọi người biết rằng tập thể dục là tốt cho sức khỏe, nhưng liệu việc ít vận động quá lâu có phải là khiếm khuyết tâm lý?"
C_697011,焦虑要适当,焦虑适当,1.0,Sự lo lắng phải phù hợp
C_697011,将动机归类主要分为内部动机和外部动机内部动机比如掌握技能赢得荣誉外部动机比如金钱地位等,动机归类主要分为内部动机外部动机内部动机掌握技能赢得荣誉外部动机金钱地位,1.0,Động lực chủ yếu được chia thành động lực bên trong và động lực bên ngoài như thành thạo các kỹ năng và giành được danh hiệu.
C_697011,好用,好用,1.0,Dễ dàng sử dụng
C_697011,讲的很好,讲,6.0,Nói rất hay
C_697011,什么意思,意思,1.0,Ý nghĩa là gì
C_697011,由表及里老师的讲解剖析深入便于我们理解,由表及里老师讲解剖析深入理解,1.0,"Những lời giải thích, phân tích của thầy từ ngoài vào trong rất sâu sắc, dễ hiểu cho chúng em."
C_697011,运动专项智力,运动专项智力,1.0,Trí thông minh cụ thể về thể thao
C_697011,老师讲的很全面,老师讲全面,1.0,Thầy giảng rất chi tiết
C_697011,很喜欢这种线上与线下结合的课程课程设计非常好,喜欢这种线上线下结合课程课程设计非常,1.0,Tôi thực sự thích loại khóa học kết hợp các khóa học trực tuyến và ngoại tuyến này. Thiết kế khóa học rất tốt.
C_697011,非常好,非常,2.0,rất tốt
C_697011,这节内容非常有趣,这节内容非常有趣,1.0,Phần này rất thú vị
C_697011,知识点全面收益多,知识点全面收益,1.0,Điểm kiến ​​thức mang lại nhiều lợi ích hơn trên diện rộng
C_697011,非常吸引人,非常吸引,1.0,rất hấp dẫn
C_697011,我喜欢您的授课方式,喜欢授课方式,2.0,Tôi thích phương pháp giảng dạy của bạn
C_697011,很有意思的一讲,有意思讲,1.0,Bài giảng rất thú vị
C_697011,老师端庄大方和蔼可亲您辛苦了,老师端庄大方和蔼可亲辛苦,1.0,"Giáo viên là người đàng hoàng, hào phóng và tốt bụng. Cảm ơn bạn đã làm việc chăm chỉ."
C_697011,对于个人来说过于紧张动机过强容易降低操作水平发挥水平,个人过于紧张动机强容易降低操作水平发挥水平,1.0,"Đối với một cá nhân, quá lo lắng và động lực có thể dễ dàng làm giảm mức độ hiệu quả hoạt động."
C_697011,不赖,不赖,1.0,không tệ
C_697011,打卡,打卡,149.0,Đăng ký vào
C_697011,讲的不错,讲不错,14.0,Nói chuyện vui vẻ
C_697011,非常不错,非常不错,1.0,rất tốt
C_697011,好的保证完成任务不负组织厚望,保证完成任务不负组织厚望,1.0,Sự đảm bảo tốt để hoàn thành nhiệm vụ và đáp ứng kỳ vọng cao của tổ chức
C_697011,学到了很多老师讲的非常好,学到很多老师讲非常,1.0,Tôi đã học được rất nhiều và giáo viên đã dạy tôi rất tốt
C_697011,老师讲的真棒,老师讲真棒,2.0,Lời thầy nói thật tuyệt vời
C_697011,很有道理,道理,1.0,Có ý nghĩa
C_697011,老师讲的好,老师讲,15.0,Thầy nói hay đấy
C_697011,感谢老师,感谢老师,2.0,Cảm ơn thầy
C_697011,老师讲的太好了,老师讲太好了,17.0,Thầy nói hay quá
C_697011,老师讲的很棒容易理解,老师讲很棒容易理解,1.0,Bài giảng của thầy rất hay và dễ hiểu.
C_697011,智力有其文化价值,智力文化价值,1.0,Trí tuệ có giá trị văn hóa
C_697011,喜欢老师的课,喜欢老师课,1.0,Giống như lớp học của giáo viên
C_697011,你说的可太对了,太,1.0,Bạn nói rất đúng
C_697011,老师讲的太清楚了,老师讲太清楚,15.0,Thầy giảng rất rõ ràng
C_697011,老师好棒讲得也太好了吧,老师棒讲太好了,1.0,Giáo viên rất tuyệt và bài giảng cũng rất tuyệt phải không?
C_697011,老师老运动员为了恢复状态增强力量训练和体能训练为什么是外部动机不应该是内部动机嘛,老师老运动员恢复状态增强力量训练体能训练外部动机应该内部动机,1.0,"Thưa thầy, các vận động viên kỳ cựu tăng cường rèn luyện thể lực, thể lực để phục hồi thể trạng. Tại sao lại là động lực bên ngoài mà không phải động lực bên trong?"
C_697011,我们应当对运动员的进步进行适当的表扬及奖励,应当运动员进步进行适当表扬奖励,1.0,Chúng ta nên khen thưởng và khen thưởng phù hợp cho sự tiến bộ của các vận động viên
C_697011,心理学定义是啥,心理学定义,1.0,định nghĩa tâm lý học là gì
C_697011,学无止境,学无止境,1.0,Không có kết thúc cho việc học
C_697011,谢谢老师辛苦了,谢谢老师辛苦,1.0,Cảm ơn thầy đã vất vả
C_697011,如果在学习的过程中有什么疑问可以积极在讨论区与大家讨论祝学习愉快,学习过程中有疑问积极讨论区讨论祝学习愉快,1.0,Nếu có thắc mắc gì trong quá trình học các bạn có thể chủ động trao đổi với mọi người trong khu vực thảo luận. Chúc các bạn học tập vui vẻ.
C_697011,老师讲的棒极啦,老师讲棒极,1.0,Thầy nói hay quá
C_697011,感谢在期末复习时对我莫大的帮助,感谢期末复习莫大帮助,1.0,Cảm ơn sự giúp đỡ tuyệt vời của bạn trong quá trình đánh giá cuối cùng
C_697011,老师讲得好清楚,老师讲得清楚,1.0,Thầy giải thích rất rõ ràng
C_697011,老师讲的很容易理解,老师讲容易理解,2.0,Lời thầy giảng thật dễ hiểu
C_697011,讲的真好呀,讲真,1.0,Nói rất hay
C_697011,老师很厉害教授了一些平时学不到的东西,老师厉害教授平时学不到东西,1.0,Giáo viên rất giỏi và đã dạy tôi một số điều mà bình thường tôi không thể học được.
C_697011,老师讲的太好了受益匪浅,老师讲太好了受益匪浅,1.0,Thầy dạy tôi rất hay và tôi được lợi rất nhiều từ đó.
C_697011,good,good,1.0,Tốt
C_697011,讲的很清楚容易掌握重要知识点,讲清楚容易掌握重要知识点,1.0,Rất rõ ràng và dễ nắm bắt những điểm kiến ​​thức quan trọng
C_697011,运动心理学跟体育心理学一样吗,运动心理学体育心理学,1.0,Tâm lý tập thể dục có giống tâm lý thể thao không?
C_697011,giao我的giao,giaogiao,1.0,giao dịch của tôi
C_697011,h好,h,1.0,tốt
C_697011,课件真好,课件真,1.0,Chương trình học thực sự rất tốt
C_697011,学习到了很多,学习很多,2.0,đã học được rất nhiều
C_697011,真不错讲的,真不错讲,2.0,Câu chuyện thực sự tốt
C_697011,老师讲的很好理解,老师讲理解,1.0,Thầy giảng rất hay
C_697011,需要好好预习和复习幸苦老师了,需要好好预习复习幸苦老师,1.0,Em cần phải chuẩn bị và ôn tập thật kỹ thưa thầy Xingku.
C_697011,内容很充实,内容充实,1.0,Nội dung rất đáng kể
C_697011,老师讲的很专业,老师讲专业,1.0,Giáo viên rất chuyên nghiệp
C_697011,太帅,太帅,1.0,Quá đẹp trai
C_697011,在学习初期掌握正确的方法和指导会促使人有优势反应,学习初期掌握正确方法指导促使人有优势反应,1.0,Nắm vững các phương pháp và hướng dẫn chính xác trong giai đoạn đầu học tập sẽ giúp mọi người phản ứng thuận lợi
C_697011,不错不错,不错不错,1.0,"Không tệ, không tệ"
C_697011,喜欢老师讲的课,喜欢老师讲课,1.0,Giống như lớp học của giáo viên
C_697011,老师讲得很清楚,老师讲得清楚,1.0,Thầy giảng rất rõ ràng
C_697011,对自己的日常训练很有帮助,日常训练帮助,1.0,Rất hữu ích cho việc luyện tập hàng ngày của bạn
C_697011,心理调节对运动员真的很重要,心理调节运动员真的重要,1.0,Điều chỉnh tinh thần thực sự quan trọng với vận động viên
C_697011,空间能力也很重要哈,空间能力重要,1.0,Khả năng không gian cũng rất quan trọng.
C_697011,详细耐心而又循循善诱的老师,详细耐心循循善诱老师,1.0,"Giáo viên chi tiết, kiên nhẫn và hướng dẫn"
C_697011,学到了许多,学到,1.0,đã học được rất nhiều
C_697011,感悟深刻,感悟深刻,1.0,Hiểu biết sâu sắc
C_697011,感谢老师的谆谆教导受教了,感谢老师谆谆教导受教,1.0,"Cảm ơn thầy đã hướng dẫn tận tình, em đã học được rất nhiều."
C_697011,运动员要学会自我调节,运动员学会自我调节,1.0,Vận động viên phải học cách tự điều chỉnh
C_697011,通过第一章的学习让我对于心理学的相关创始人各学者所研究的相关问题以及研究领域有了更深刻的认识与见解,第一章学习心理学相关创始人学者研究相关问题研究领域深刻认识见解,1.0,"Qua nghiên cứu chương đầu tiên, tôi hiểu sâu hơn và hiểu biết sâu sắc hơn về các vấn đề và lĩnh vực nghiên cứu liên quan được nghiên cứu bởi các nhà sáng lập và học giả tâm lý học có liên quan."
C_697011,厉害厉害,厉害厉害,1.0,"Tuyệt vời, tuyệt vời"
C_697011,运动员所说的水感拳感脚感等就是所谓的专门化知觉是一种精细的综合性知觉,运动员所说水感拳感脚感所谓专门化知觉精细综合性知觉,1.0,"Cảm giác về nước, cảm giác của nắm đấm và bàn chân, v.v. được các vận động viên nhắc đến là cái gọi là nhận thức chuyên biệt, là một loại nhận thức toàn diện tốt đẹp."
C_697011,合理的调节和控制情绪对运动员非常的重要,合理调节控制情绪运动员非常重要,1.0,Việc điều chỉnh và kiểm soát cảm xúc đúng cách là rất quan trọng đối với vận động viên
C_697011,可以选择免费申请考核通过后会发电子证书,选择免费申请考核后会发电子证书,1.0,Bạn có thể chọn đăng ký miễn phí và chứng chỉ điện tử sẽ được cấp sau khi vượt qua bài đánh giá.
C_697011,讲的蛮好的,讲蛮,1.0,Nói rất hay
C_697011,真好,真,5.0,rất đẹp
