course_id,text,filtered_text,count
C_769273,马克思殷实丰厚的家境和有文化素养的成长环境铸就了他不一般的格局和心态五代家庭都是才华横溢家境丰厚父亲爷爷的律师身份更是马克思丰富的见识的奠基他在世人都认为他应该享受荣华富贵家庭和睦的时候毅然开启不一般的不凡的人生他17岁的论文可以体现出他从小不凡不一般或是狭隘的眼光和思想他和好友共同创立马克思主义学说开创国际共产主义运动可能他不一般的举动在当时的世人看来是叛逆的是无法理喻的但他所创下的功劳是世世代代被夸赞着呢他为了共产主义事业创建了基础这才铸就了虽然处境多度陷入落魄却被后人称赞品德高尚举动不凡的伟人,丰厚 成长 丰厚 丰富 见识 认为 应该 享受 开启 体现 出 狭隘 创立 开创 可能 举动 看来 叛逆 创下 创建 陷入 落魄 称赞 举动,1.0
C_769273,马克思之所以伟大是具有一种追求人类正义和光明的精神,马克思伟大具有追求人类正义光明精神,1.0
C_769273,他是一名伟大的革命家思想家马克思是全世界无产阶级和劳动人民的伟大导师是马克思主义的主要创始人是马克思主义政党的缔造者和国际共产主义的开拓者,一名伟大革命家思想家马克思全世界无产阶级劳动人民伟大导师马克思主义主要创始人马克思主义政党缔造者国际共产主义开拓者,1.0
C_769273,马克思是无产阶级争取自身解放和整个人类解放的科学理论基本理论和基本方法构成的科学体系,马克思无产阶级争取解放整个人类解放科学理论基本理论基本方法构成科学体系,1.0
C_769273,尽管马克思一生饱尝颠沛流离的艰辛贫病交加的煎熬但他初心不改失志不渝为人类解放的崇高理想而不懈奋斗成就了伟大人生马克思的一生是不畏艰难险阻为追求真理而勇攀思想高峰的一生马克思曾说在科学上没有平坦的大道只有不畏劳苦沿着陡峭山路攀登的人才有希望达到光辉的顶点马克思为创立科学理论体系付出了常人难以想象的艰辛最终达到了光辉的顶点他博览群书广泛涉猎不仅深入了解和研究哲学社会科学各个学科知识而且深入了解和研究各种自然科学知识努力从人民创造的一切文明成果中汲取营养马克思毕生忘我工作经常每天工作16个小时马克思在给友人的信中谈到为了资本论的写作我一直在坟墓的边缘徘徊因此我不得不利用我还能工作的每时每刻来完成我的著作,饱尝 艰辛 煎熬 改失 解放 不懈 奋斗 伟大 不畏 勇攀 没有 平坦 不畏 劳苦 陡峭 攀登 希望 达到 创立 付出 艰辛 达到 广泛 涉猎 深入 了解 深入 了解 知识 创造 汲取 毕生 谈到 写作 徘徊 完成,1.0
C_769273,马克思是伟大的思想家革命家不畏艰难追求真理勇攀高峰在实践中发现真理,马克思伟大思想家革命家不畏艰难追求真理勇攀高峰在实践中发现真理,2.0
C_769273,马克思的一生是胸怀崇高理想为人类解放不懈奋斗的一生马克思的一生是不畏艰难险阻为追求真理而勇攀思想高峰的一生马克思曾说在科学上没有平坦的大道只有不畏劳苦沿着陡峭山路攀登的人才有希望达到光辉的顶点马克思为创立科学理论体系付出了常人难以想象的艰辛最终达到了光辉的顶点马克思毕生忘我工作经常每天工作16个小时马克思在给友人的信中谈到为了资本论的写作我一直在坟墓的边缘徘徊因此我不得不利用我还能工作的每时每刻来完成我的著作,解放 不懈 奋斗 不畏 勇攀 没有 平坦 不畏 劳苦 陡峭 攀登 希望 达到 创立 付出 艰辛 达到 毕生 谈到 写作 徘徊 完成,1.0
C_769273,恩格斯是全世界无产阶级和劳动人民最伟大导师,恩格斯全世界无产阶级劳动人民伟大导师,5.0
C_769273,马克思是全世界无产阶级和劳动人民的伟大导师是马克思主义的主要创始人,马克思全世界无产阶级劳动人民伟大导师马克思主义主要创始人,1.0
C_769273,马克思主义为我们提供了一个重要的分析事物与存在关系的一个重要工具辩证法它教会我们要以联系的发展的眼光看待问题客观分析事物的两面性并清楚认识到究竟是利大于弊还是弊大于利进而作出一个客观明智的选择同样马克思为我们详细阐述了真理与价值的含义追求真理是我们人生积极向上的生活发展的标志必要时为真理献身我相信也是对人生价值的一种肯定,马克思主义提供重要分析事物存在关系重要工具辩证法教会联系发展眼光看待问题客观分析事物两面性清楚认识究竟利大于弊弊大于利作出客观明智选择同样马克思详细阐述真理价值含义追求真理人生积极向上生活发展标志必要时为真理献身相信人生价值肯定,1.0
C_769273,马克思到2018年已200周年飞利普也是马克思家建立的他没有要过着苦难的生活度过困难走上思想巅峰,马克思2018200周年飞利普马克思家建立没有苦难生活度过困难走上思想巅峰,1.0
C_769273,马克思在社会主义的理论和价值两方面都是思想的巨人无论其中一些理论多么令人感到疑惑无论其中一些价值多么微小走过了19世纪的马克思主义的历史都是人类对共同生活新方式的寻求的不可分割永恒的一部分,马克思社会主义理论价值两方面思想巨人理论令人感到疑惑价值微小走过19世纪马克思主义历史人类共同生活新方式寻求不可分割永恒一部分,1.0
C_769273,老师好优秀啊,老师优秀,1.0
C_769273,视频看起来好美腻,视频看起来好美腻,1.0
C_769273,马克思是一个忘我工作胸怀崇高理想热爱生活真诚朴实和重情重义的一个人是为推翻旧世界建立新世界而用于战斗的人,马克思忘我工作胸怀崇高理想热爱生活真诚朴实重情重义推翻旧世界建立新世界用于战斗,1.0
C_769273,马克思是一位为社会主义事业为无产阶级革命奋斗一生的人,马克思一位社会主义事业无产阶级革命奋斗一生,1.0
C_769273,与马克思深厚的革命友谊,马克思深厚革命友谊,1.0
C_769273,共同创造马克思主义,共同创造马克思主义,1.0
C_769273,播放不了,播放不了,1.0
C_769273,马克思是有广博学问深邃思想追寻人类正义和光明的人也是一位伟大的思想家,马克思广博学问深邃思想追寻人类正义光明一位伟大思想家,1.0
C_769273,谦谦君子重情重义勤奋好学国际无产阶级工人运动的伟大领袖,谦谦君子重情重义勤奋好学国际无产阶级工人运动伟大领袖,1.0
C_769273,他有很多张面孔而这些面孔合在一起表现的是他刻苦钻研实事求是积极热情的心呈现的是一个近代以来最伟大的思想家,很多张面孔面孔合在一起表现刻苦钻研实事求是积极热情心呈现近代伟大思想家,1.0
C_769273,恩格斯是一个谦虚的人甘愿当配角,恩格斯谦虚甘愿配角,1.0
C_769273,马克思受到人们的尊敬他是全世界无产阶级的革命导师是一位伟大的思想家,马克思尊敬全世界无产阶级革命导师一位伟大思想家,1.0
C_769273,恩格斯是伟大的哲学家是马克思的挚友没有恩格斯就不会成就马克思他也是全国无产阶级的革命导师,恩格斯伟大哲学家马克思挚友没有恩格斯不会成就马克思全国无产阶级革命导师,1.0
C_769273,马克思生活丰富多彩家境优裕在哲学方面异常聪慧学富五车后期马克思落魄撩到心怀天下的他跟恩格斯创立了马克思主义学说他是全世界无产阶级和劳动人民的革命导师是一代伟人有着终身为人民服务的崇高理想不畏艰难险阻在科学的道路上达到了光辉的顶点为科学勇往直前他在他做研究的每个领域达到了一定成就是个伟大的革命家领到了世界上第一个无产阶级政党领到了巴黎革命,马克思生活丰富多彩家境优裕哲学方面异常聪慧学富五车后期马克思落魄撩到心怀天下恩格斯创立马克思主义学说全世界无产阶级劳动人民革命导师一代伟人有着终身人民服务崇高理想不畏艰难险阻科学道路达到光辉顶点科学勇往直前研究每个领域达到一定成就伟大革命家领到世界第一个无产阶级政党领到巴黎革命,1.0
C_769273,恩格斯是个非常谦虚的人做一件事认真负责自幼勤奋好学专心听讲在语言方面具有非凡的天赋立志成为英雄帮助穷苦人爱好哲学细心观察生活中的点点滴滴是一位伟大的革命学家是马克思主义创始人之一一生贫困却仍热爱生活心怀天下乐于助人在军事理论上获得了卓越的成就也是世界级思想百科全书,恩格斯非常谦虚一件事认真负责自幼勤奋好学专心听讲语言方面具有非凡天赋立志成为英雄帮助穷苦爱好哲学细心观察生活点点滴滴一位伟大革命学家马克思主义创始人一生贫困热爱生活心怀天下乐于助人军事理论获得卓越成就世界级思想百科全书,1.0
C_769273,敬佩马克思与恩格斯的友谊没有恩格斯马克思的著作也无法完成,敬佩马克思恩格斯友谊没有恩格斯马克思著作无法完成,1.0
C_769273,马克思与恩格斯是世界历史上的超强组合他们之间相互帮助彼此加油鼓励共同开创马克思主义领导无产阶级运动,马克思恩格斯世界历史超强组合之间相互帮助加油鼓励共同开创马克思主义领导无产阶级运动,1.0
C_769273,没有恩格斯也就没有今天的马克思主义基本原理没有马克思也就没有当时的恩格斯,没有恩格斯没有今天马克思主义基本原理没有马克思没有当时恩格斯,1.0
C_769273,正如恩格斯评价马克思所说他的英明和事业永垂不朽两百多岁的马克思依然年轻,恩格斯评价马克思所说英明事业永垂不朽两百多岁马克思依然年轻,1.0
C_769273,马克思是前半生是富家子弟人生赢家后半生穷困潦倒但他是一位为了人类解放而奋斗的伟大思想家,马克思前半生富家子弟人生赢家后半生穷困潦倒一位人类解放奋斗伟大思想家,1.0
C_769273,马克思与恩格斯创造科学社会主义主要的原因是社会历史条件与个人努力的相互作用,马克思恩格斯创造科学社会主义主要原因社会历史条件个人努力相互作用,1.0
C_769273,马克思为人类解放不懈奋斗,马克思人类解放不懈奋斗,1.0
C_769273,马克思原来出身如此不凡他为了崇高的理想竟抛弃了优厚的家境实在令人敬佩,马克思原来出身不凡崇高理想竟抛弃优厚家境实在令人敬佩,1.0
C_769273,马克思真是伟大,马克思真是伟大,1.0
C_769273,第一次比较完整地了解了马克思的一生他不仅是伟大也是常人勇于抛弃原来富贵安逸的生活而选择了一条最为艰苦是道路这是最为令人敬佩的一点,第一次比较完整了解马克思一生伟大常人勇于抛弃原来富贵安逸生活选择一条最为艰苦道路这是最为令人敬佩一点,1.0
C_769273,恩格斯是马克思背后的人是他坚强的后盾,恩格斯马克思背后坚强后盾,1.0
C_769273,马克思为人类解放的不断努力实属是个伟人敬佩,马克思人类解放不断努力实属伟人敬佩,1.0
C_769273,两个世纪过去了人类社会发生了巨大而深刻的变化但马克思的名字依然在世界各地受到人们的尊敬马克思的学说依然闪烁着耀眼的真理光芒,两个世纪过去人类社会发生巨大深刻变化马克思名字依然世界各地尊敬马克思学说依然闪烁着耀眼真理光芒,1.0
C_769273,马克思恩格斯真的算是历史最强二人组之一了,马克思恩格斯真的算是历史最强二人组,1.0
C_769273,恩格斯是当之无愧的马克思主义的创始人之一,恩格斯当之无愧马克思主义创始人,1.0
C_769273,真伟大,真伟大,1.0
C_769273,友谊地久天长,友谊地久天长,1.0
C_769273,恩格斯帮助马克思完成了资本论并能在马克思逝世以后继续他未完成的事业,恩格斯帮助马克思完成资本论马克思逝世以后继续未完成事业,1.0
C_769273,老师讲的很有意思这是我我第一次了解马克思的生平他放弃已有的荣华富贵而是选择艰苦奋斗也让我进一步了解了他的优秀与伟大,老师讲有意思第一次了解马克思生平放弃已有荣华富贵选择艰苦奋斗进一步了解优秀伟大,1.0
C_769273,527也加载不了,527加载不了,1.0
C_769273,人生总是这样起起落落落落落落落落起,人生总是起起落落落落落落落落,1.0
C_769273,马克思牛逼,马克思牛逼,3.0
C_769273,恩格斯牛逼,恩格斯牛逼,1.0
C_769273,马克思恩格斯牛逼,马克思恩格斯牛逼,1.0
C_769273,giaogiao,giaogiao,1.0
C_769273,沙发,沙发,5.0
C_769273,一楼是我的,一楼,1.0
C_769273,二楼,二楼,1.0
C_769273,马克思主义是它由马克思主义哲学马克思主义政治经济学和科学社会主义三大部分组成是马克思恩格斯在批判地继承和吸收人类关于自然科学思维科学社会科学优秀成果的基础上于19世纪40年代创立的并在实践中不断地丰富发展和完善的无产阶级思想的科学体系,马克思主义马克思主义哲学马克思主义政治经济学科学社会主义大部分组成马克思恩格斯批判继承吸收人类自然科学思维科学社会科学优秀成果基础上于19世纪40年代创立在实践中不断丰富发展完善无产阶级思想科学体系,1.0
C_769273,傻逼艾克,傻逼艾克,1.0
C_769273,实践是认识的来源而认识人的本质从现实上看便是一切社会关系的总和,实践认识来源认识本质现实便是社会关系总和,1.0
C_769273,不要从众要多思考和实践,不要从众思考实践,1.0
C_769273,有点迷糊,有点迷糊,1.0
C_769273,语文,语文,1.0
C_769273,题西林壁,题西林壁,1.0
C_769273,这个真有趣,真有趣,1.0
C_769273,ding,ding,1.0
C_769273,物质世界是多彩缤纷的人的精神世界是追求自由自在的,物质世界多彩缤纷精神世界追求自由自在,1.0
C_769273,不同的人对世界观有不同的理解即便是同一个人,不同世界观不同理解同一个,1.0
C_769273,世界是奇妙的也是可知的,世界奇妙可知,1.0
C_769273,量变是质变的前提说的好,量变质变前提,1.0
C_769273,没人吗,没人,1.0
C_769273,看不了耶,不了耶,1.0
C_769273,实践出真知,实践出真知,1.0
C_769273,一切要以实际出发,实际出发,1.0
C_769273,哈哈哈,哈哈哈,1.0
C_769273,马克思的第六张面孔伟人,马克思第六张面孔伟人,1.0
C_769273,主要矛盾次要矛盾,主要矛盾次要矛盾,1.0
C_769273,质量互变规律,质量互变规律,1.0
C_769273,留下足迹,留下足迹,1.0
C_769273,看不了喔,不了喔,1.0
C_769273,打个卡,打个卡,1.0
C_769273,dak打卡,dak打卡,1.0
C_769273,da打卡,da打卡,1.0
C_769273,这个看不了吗,不了,1.0
C_769273,恩格斯谦虚不为名,恩格斯谦虚为名,1.0
C_769273,厉害,厉害,1.0
C_769273,整体思路杠杠的,整体思路杠杠,1.0
C_769273,友谊地久天长这样的友谊不禁让人点赞,友谊地久天长友谊不禁人点赞,1.0
C_769273,不断创新不断发展马克思主义,不断创新不断发展马克思主义,1.0
C_769273,矛盾的普遍性和特殊性主要矛盾又称为主流次要矛盾又称支流,矛盾普遍性特殊性主要矛盾称为主流次要矛盾又称支流,3.0
C_769273,大二学的时候没有好好听今天特别来学习一下,大二学没有好好听今天特别学习一下,1.0
C_769273,我感觉这个还是讲的特别精彩的,感觉讲特别精彩,1.0
C_769273,这个背景音乐有点大,背景音乐有点,1.0
C_769273,这个看不了啊,不了,1.0
C_769301,讲的,讲,1.0
C_769301,经过七个篇章的学习本人对各科室的运作职能有了更加深刻的认识受益匪浅打破了长久以来仅凭科室名称就想当然的错误认知再一次认识到了一线医疗工作的不易作为一个行政人员要不断学习了解医学的日新月异的知识理论打破错误的认知从而在日常工作中以及值班处理医患矛盾的工作中能够更高效准确的达到目的在自己的岗位上始终贯彻以患者为中心的核心思想不断学习急重症内科外科妇儿专科医技全科医学与健康管理等方面的知识协助医生更好的医疗服务工作尽量做到使其事半功倍,学习 认识 打破 仅凭 认知 认识 不易 学习 了解 知识 打破 认知 值班 处理 能够 高效 准确 达到 贯彻 学习 急 健康 知识 协助 做到,1.0
C_769301,作为医院行政人员中的一员非常感谢医院能够为我们行政人员开设医务专科医学概论这一课程能够让我在工作之外的时候学习医疗的相关知识本课程以七个章节来进行讲解急重症篇包含急诊科普通内科和重症医学科三个科室的介绍从科室的发展历史以及主要承担任务主要职责流程等方面进行了概述内科篇和外科篇介绍了我院开展的各种内科外科科室的职能和业务流程让我了解了血压冠脉介入治疗心律失常呼吸疾病内分泌肝脏疾病肾脏疾病骨科疾病血管疾病等知识妇儿篇介绍了妇科产科儿科的组成职能及相关的疾病知识专科篇主要介绍我们开展的眼科耳鼻咽喉头颈外科口腔科皮肤科和康复科的一些医疗知识和相关疾病介绍医技篇和全科医学与健康管理篇从检查检验输血中医治疗临床药学临床营养健康管理和全科医疗等几个内容进行介绍和讲解各个学科的基本知识通过对这门课程的学习不仅让我有机会对医院各个临床医疗和医技部门有了很直观深入的了解和认识而且也从中学习了一些病症的发病原因以及救治方式十分感谢48位临床医师的精彩讲解经过这次对我院各科室职能科室业务流程的学习让我在以后的工作中能够更好的与医疗人员进行沟通了解能够站在医疗人员的角度看待问题并能够寻求更好更快的解决办法来协助他们很好的完成医疗工作做到学以致用同时也通过对一些常见病症更深入认识对我在以后的生活中也会有有很大的帮助譬如改掉一些不好的生活习惯对一些常见的疾病能够简单处理,能够 开设 能够 学习 相关 知识 进行 讲解 急 包含 介绍 承担 进行 概述 介绍 开展 了解 介入 治疗 呼吸 知识 介绍 组成 相关 知识 介绍 开展 知识 相关 介绍 健康 输血 治疗 健康 进行 介绍 讲解 学习 深入 了解 认识 学习 发病 救治 感谢 位 讲解 学习 能够 进行 能够 站 看待 能够 寻求 快 协助 完成 做到 常见 深入 认识 很大 帮助 改掉 能够 简单 处理,1.0
C_769301,感谢每位老师的倾情演讲可见每位老师背后的努力和付出作为一个清华长庚人在做好本职工作的同时也要了解我们医院的管理模式与特色了解每个科室的职能和功能定位在之前医院的组织培训中我们学习了心肺复苏的操作流程虽然是行政人员但我们身上也肩负着治病救人的责任当我们听到老师说达标的时候内心的责任感油然而生所以我也积极参加了这次学习通过各位老师的演讲我受益匪浅不仅了解了每个科室的职能也了解了很多病情的预防和治疗方案对之前的很多网上的谣传也得到了验证还学习到了很多医疗知识今后我也会积极参加医院组织的各项学习活动为清华长庚的建设贡献一份力,感谢 演讲 付出 做好 了解 了解 组织 学习 复苏 操作 听到 达标 参加 学习 演讲 了解 了解 预防 治疗 得到 验证 学习 知识 参加 组织 学习,1.0
C_769301,医务专科医学概论的课程内容设置系统全面基于医院七个临床科部详细介绍了内科部外科部妇儿部急重症部专科部医技部和全科医疗与健康学部下辖各专科的基本情况及医疗知识为我们行政人员在工作之于提供了一个系统学习医疗基本知识的途径也让我对医院各科室的业务范围有了更深入的了解内科篇涵盖了呼吸心内消化神内肾内血液肿瘤感染风免神内等各个亚专科的基础知识和常见病的诊治外科篇讲述了普外含胃肠肝胆甲乳血管骨科神外心胸整形麻醉等各个亚专科的常见疾病及治疗方法急重症篇包含急诊科普通内科和重症医学科三个科室的介绍从科室的发展历史以及主要承担任务主要职责流程等方面进行了概述妇儿篇介绍了妇产科儿科方面的疾病知识专科篇介绍了眼科耳鼻咽喉头颈外科口腔科皮肤科康复科中医科的一些医疗知识和相关疾病介绍医技篇重点介绍医技平台科室的业务知识包括放射病理检验输血临床药学临床营养支持等全科医学与健康管理篇从重点介绍了全科医学科和健康管理中心的基本知识通过本次mooc学习对医院的临床业务有了更深入的了解也提升了自己对医疗理论知识的了解作为一个医院管理从业者需要更多这样的学习提升自己的药水味感谢每一位授课老师和幕后的工作人员为我们提供了这样一堂精彩的课程,介绍 急 健康 下辖 知识 提供 学习 深入 了解 涵盖 呼吸 感染 诊治 讲述 普外 治疗 急 包含 介绍 承担 进行 概述 介绍 知识 介绍 知识 相关 介绍 介绍 包括 放射 输血 支持 健康 介绍 健康 学习 深入 了解 提升 了解 需要 学习 提升 感谢 授课 提供,1.0
C_769301,小程序不错比网页版方便多了,程序不错网页版方便,1.0
C_769301,作为医疗信息行政管理人员有机会系统学习医务专科医学概论的课程内容是一个十分珍贵的机会作为医疗信息软件开发工程师了解医疗相关医疗相关知识是十分必要的可以帮助我们更好的提供优质软件服务功能更贴合医生的使用习惯开阔思路医务专科医学概论的课程内容设置系统全面基于医院七个临床科部详细介绍了内科部外科部妇儿部急重症部专科部医技部和全科医疗与健康学部下辖各专科的基本情况及医疗知识医疗不只是生病了之后才想到在医院就诊而是日常生活工作中就应当按照健康规律顺应身体需求的生活方式来防治疾病例如久坐后就应该起身活动放松颈椎与腰椎预防骨科疾病日常饮水量要保证多运动注意饮食预防内分泌和血液方面的疾病中医讲究顺应节气辩证的治疗方法这在我们日常生活中也可以使用相关的方法来保健本次课程还介绍了医技相关部门的工作流程了解了病理科放射检查输血营养科等业务知识该次课程不仅使我们认识到了各类疾病与其诊疗方法更可以让我们对身体有了更清楚的认识非常感谢本次课程的设置非常实用,学习 珍贵 了解 相关 相关 知识 帮助 提供 贴合 使用 开阔 介绍 急 健康 下辖 知识 想到 就诊 应当 健康 顺应 需求 防治 久坐 应该 起身 放松 预防 保证 注意 预防 顺应 辩证 治疗 使用 相关 介绍 相关 了解 放射 输血 认识 诊疗 清楚 认识 实用,1.0
C_769301,非常感谢医院能够提供这个学习平台作为医院行政人员入行时间较短对于以前不了解医院到进入行业两年多时间通过日常工作已经了解了许多业务但是学习不够系统不够全面作为平时接触医疗业务最多的组担负着医生工作站的研发工作我更应该去了解医疗方面的知识对于医院应该更加深入的了解通过医务专科医学概论七个章节的讲解了解到了急重症篇包含急诊科普通内科和重症医学科三个科室从科室的发展历史科室职能到紧急医疗分类和救治内科篇和外科篇介绍了我院开展的各种内科外科科室的职能和业务流程让我了解了常见的内科外科常见疾病普及了医疗知识妇儿篇介绍了妇科产科儿科的组成职能及相关的疾病知识专科篇主要介绍我们开展的眼科耳鼻咽喉头颈外科口腔科皮肤科和康复科的一些医疗知识和相关疾病介绍医技篇和全科医学与健康管理篇从检查检验输血中医治疗临床药学临床营养健康管理和全科医疗等几个内容进行介绍和讲解各个学科的基本知识感谢我院医师和医技工作者抽出宝贵时间录制此教学视频为日后行政工作更加顺畅与患者沟通更加严谨和周密奠定了基础希望日后能有更加精彩的课程能够分享促进全院的文化建设,能够 提供 学习 入 短 了解 进入 了解 不够 不够 接触 担负 应该 了解 知识 应该 深入 了解 讲解 了解 急 包含 紧急 救治 介绍 开展 了解 常见 知识 介绍 组成 相关 知识 介绍 开展 知识 相关 介绍 健康 输血 治疗 健康 进行 介绍 讲解 感谢 抽出 录制 顺畅 沟通 严谨 奠定 希望 能够 分享 促进,1.0
C_769301,感谢科教处给行政人员学习医疗事务的机会通过学习医务专科医学概论让我对急重症内科外科妇儿专科医技科室及全科医学有了一个系统性的认识作为采购处的医院在工作中除了对采购流程法规的了解亦时刻需要对基本医疗知识的把握通过这次的学习让我的工作更加顺畅比如采购耗材药品等不至于毫无所知同时作为一名工程人员只有了解了医疗才能更加明白医疗动线的设计才可以更好的为医护人员服务同时通过这段时间的学习也让我深刻体会到医疗工作的重要性也增加了自身的素质在生活中能够更好地照顾家人比如什么是颈动脉斑块颈动脉壁分为内膜中膜和外膜三层超声下内中膜厚度imt一般小于1mm超过13mm就判断为颈动脉斑块形成颈动脉斑块最主要的病理机制是动脉粥样硬化据统计美国40岁以上人群超声筛查62存在颈动脉斑块我国的超声筛查结果也显示中老年人颈动脉斑块的检出率达到603因此发现颈动脉内中膜增厚或斑块管腔未狭窄时不用过分担心但是颈动脉内中膜增厚或斑块往往提示人体全身动脉硬化的状况需要加以重视定期复查颈动脉斑块形成的原因有哪些颈动脉斑块的形成与动脉粥样硬化相同受多种因素影响其中年龄60岁男性长期吸烟史高血压病史糖尿病史及高脂血症等是颈动脉斑块形成的危险因素这些知识的学习对我来说都具有重大意义感谢医院提供这次学习机会,感谢 学习 学习 急 认识 采购 采购 了解 需要 知识 把握 学习 顺畅 采购 毫无 所知 了解 学习 增加 能够 照顾 分为 超声 小于 超过 判断 形成 据统计 超声 存在 超声 显示 达到 发现 增厚 狭窄 不用 担心 增厚 提示 需要 重视 形成 形成 受 形成 知识 学习 具有 感谢 提供 学习,1.0
C_769301,感谢教学部本年度组织开展的医务专科医学概论课程以及每位老师的倾情讲解课程内容设置系统全面涵盖了全院各个医务专科的基础知识常见疾病以及诊疗方式内容丰富深入浅出使行政管理人员对医务专科的基本职能有了更深入的了解收获良多,感谢教学部本年度组织开展医务专科医学概论课程每位老师倾情讲解课程内容设置系统全面涵盖全院医务专科基础知识常见疾病诊疗方式内容丰富深入浅出行政管理人员医务专科基本职能深入了解收获良多,1.0
C_769301,非常感谢医院能够给行政人员这样一次全面学习医疗理论知识的机会作为医院行政管理人员能够有机会系统全面的学习医务专科医学概论的课程内容是一个十分珍贵的机会医务专科医学概论的课程内容设置系统全面它基于医院七个临床科部详细介绍了内科部外科部妇儿部急重症部专科部医技部和全科医疗与健康学部下辖各专科的基本情况及医疗知识为我们行政人员在工作之于提供了一个系统学习医疗基本知识的途径医务专科医学概论的课程形式多样化主题明确内容鲜明让我们在轻松的坏境下学习了理论知识医学技能掌握了各科室常见疾病疾病的诊治等也在生活中得到帮助比如心肺复苏的技巧发热应如何诊治等在生活中出现意外情况不会再像以前一样慌张通过学习可以做到自己初步处理同时通过此次学习也让我更加了解各科室对于保障临床科室的需求更加了解也更便于之后工作中的沟通更能够站在医疗人员的角度看待问题并能够寻求更好更快的解决办法来协助他们很好的完成医疗工作理解他们的困难之处及时协助处理再次感谢医院能够给我这次机会全面的学习医疗理论知识医护人员及拍摄者辛苦拍摄剪辑呈现出完美的课程能够让自己更好的配合临床科室服务科室服务患者也在生活中提高自己完善自己促进医院更好的发展,能够 学习 能够 学习 珍贵 介绍 急 健康 下辖 知识 提供 学习 鲜明 轻松 学习 掌握 诊治 得到 帮助 复苏 发热 应 诊治 不会 慌张 学习 做到 处理 学习 了解 保障 需求 了解 沟通 能够 站 看待 能够 寻求 快 协助 完成 理解 协助 处理 感谢 能够 学习 辛苦 拍摄 呈现出 完美 能够 配合 提高 完善 促进,1.0
